2022, 10, 01, 2022.749,  98,  12.3,  21,  26,
2022, 10, 02, 2022.752, 124,  14.1,  24,  29,
2022, 10, 03, 2022.755, 158,  18.9,  31,  37,
2022, 10, 04, 2022.758, 159,  16.6,  25,  31,
2022, 10, 05, 2022.760, 117,   0.0,   1,   1,
